TWEET_ID,EVENT_TYPE,EVENT,TWEET,EVENT_INI,EVENT_END,QUESTION,bld,bgd,d,ald,agd,count,split
t3320_18_19,VBG,['frowning'],"""RT @davehodg : Pope says atheists pick & choose their morals . Correct . Today I will be frowning on child abuse & not having a problem wit ...""",18,19,is the author of this tweet involved in the event frowning  ?,certYES,probNO,certYES,probYES,probNO,1,train
t3324_7_8,VBP,['love'],"""RT @dddika : RT @DamnItsTrue : I love when teachers get off topic . #DamnItsTrue""",7,8,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,train
t3326_14_15,VBP,['think'],"""RT @ddockett : I got another account ... someone else will tweet when they think I would ! #fact | Although @NFL will probably figure that out""",14,15,is the author of this tweet involved in the event think  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3326_24_25,VBP,['figure'],"""RT @ddockett : I got another account ... someone else will tweet when they think I would ! #fact | Although @NFL will probably figure that out""",24,25,is the author of this tweet involved in the event figure  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3327_10_11,VBG,['Fling'],"""RT @DeepakChopra : Split me , make me nothing . Fling me across the fabric of space and time . From nothing once again , make me everything -Rumi""",10,11,is the author of this tweet involved in the event Fling  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3348_25_26,VBP,['find'],"""RT @donnabrazile : Because of the crisis in Haiti , I must now turn down the volume . We are one people . Let us find a way to show our huma ...""",25,26,is the author of this tweet involved in the event find  ?,certNO,certNO,certNO,probYES,probYES,1,train
t335_12_13,VBN,['lost'],""""" Because if seeing is believing , then believe that we have lost our eyes ... "" #fb""",12,13,is the author of this tweet involved in the event lost  ?,certYES,certYES,certYES,certYES,certYES,1,train
t335_5_6,VBG,['believing'],""""" Because if seeing is believing , then believe that we have lost our eyes ... "" #fb""",5,6,is the author of this tweet involved in the event believing  ?,UNK,UNK,UNK,UNK,UNK,0,train
t335_8_9,VBP,['believe'],""""" Because if seeing is believing , then believe that we have lost our eyes ... "" #fb""",8,9,is the author of this tweet involved in the event believe  ?,certYES,certYES,certYES,certYES,probYES,1,train
t3354_2_3,VBN,['Headed'],"""RT @dropolo Headed to da gump today alabama here I come < < come to shut it down broski .. fuck wit me .. Parlae ' s in house producer""",2,3,is the author of this tweet involved in the event Headed  ?,certYES,probNO,certYES,certYES,probYES,1,train
t3365_3_4,VBG,['Staring'],"""RT @EpicTweets_ : Staring at a hot guy and thinking ... We are going to make beautiful babies .""",3,4,is the author of this tweet involved in the event Staring  ?,certYES,probNO,certYES,probYES,probNO,1,train
t3365_9_10,VBG,['thinking'],"""RT @EpicTweets_ : Staring at a hot guy and thinking ... We are going to make beautiful babies .""",9,10,is the author of this tweet involved in the event thinking  ?,certYES,probNO,certYES,probYES,probNO,1,train
t3368_13_14,VBN,['encouraged'],"""RT @EricsComedyNo Laughing Matter = Me being serious . Just watch . Be encouraged !! http://t.co/zsPYszK via @youtube""",13,14,is the author of this tweet involved in the event encouraged  ?,INV,INV,INV,INV,INV,0,train
t3370_13_14,VBP,['do'],"""RT @EthiopianBella : iLove it when ppl tell me about myself when i do something wrong or offensive i would like it when ppl tell me somet ...""",13,14,is the author of this tweet involved in the event do  ?,certYES,certYES,certYES,certYES,certYES,1,train
t3370_7_8,VBP,['tell'],"""RT @EthiopianBella : iLove it when ppl tell me about myself when i do something wrong or offensive i would like it when ppl tell me somet ...""",7,8,is the author of this tweet involved in the event tell  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3371_26_27,VBG,['flirting'],"""RT @ewangri : It would be lovely if I could get on my laptop and do some work before I go out , but @emmams88 is flirting with some boy .""",26,27,is the author of this tweet involved in the event flirting  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3375_11_12,VBP,['love'],"""RT @FactsAboutBoys : out of all your lies , "" i love you "" was my favorite . #factsaboutboys""",11,12,is the author of this tweet involved in the event love  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3379_14_15,VBG,['clogging'],"""RT @foxyscot30 : RT @_CorruptedAngel RT @tomcoates : Bit grumpy about the bloody Pope clogging up London tomorrow . I suggest we take Gay P ...""",14,15,is the author of this tweet involved in the event clogging  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3379_20_21,VBP,['suggest'],"""RT @foxyscot30 : RT @_CorruptedAngel RT @tomcoates : Bit grumpy about the bloody Pope clogging up London tomorrow . I suggest we take Gay P ...""",20,21,is the author of this tweet involved in the event suggest  ?,certNO,certNO,certYES,certNO,certNO,1,train
t3384_17_18,VBP,['think'],"""RT @_frontpageher : #messagetomyex fuck that nigga that u love so bad , I know u still think about the times we had !""",17,18,is the author of this tweet involved in the event think  ?,certYES,certYES,certYES,certYES,certYES,1,train
t3384_9_10,VBP,['love'],"""RT @_frontpageher : #messagetomyex fuck that nigga that u love so bad , I know u still think about the times we had !""",9,10,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,train
t339_5_6,VBN,['gotta'],"""@BeeeestDJ it seems like i gotta ignore you for a whole week . - , - blame yerself for being cheesy .""",5,6,is the author of this tweet involved in the event gotta  ?,INV,INV,INV,INV,INV,0,train
t3391_20_21,VBN,['born'],"""RT @GaidaAbuSaleh : my 1997th tweet goes to ....... @LIDIAABUSALEH , i would like to thank lidia , for being born on the 1997th year . thank you .""",20,21,is the author of this tweet involved in the event born  ?,certNO,certYES,certNO,certNO,certNO,1,train
t3394_10_11,VBG,['gonna'],"""RT @GdnPolitics : RT @AlJahom : Blair : "" I'm gonna be the next Pope "" Brown : "" I won't stop you as long as you make sure it ' s my turn next """"",10,11,is the author of this tweet involved in the event gonna  ?,INV,INV,INV,INV,INV,0,train
t3398_13_14,VBP,['love'],"""RT @Gina_says_xo : Football and partiesss . This is the only thing I love about the school year . < 3""",13,14,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,train
t3401_10_11,VBN,['made'],"""RT @GodlyTweet : This is the day the Lord has made , I will rejoice and be glad in it :)""",10,11,is the author of this tweet involved in the event made  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3403_18_19,VBP,['learn'],"""RT @GraceThorson : I enjoy reading , because I can visit different places/time periods , and I always learn something from it . @ChristianScroll""",18,19,is the author of this tweet involved in the event learn  ?,certYES,certYES,certNO,certYES,certYES,1,train
t3403_5_6,VBG,['reading'],"""RT @GraceThorson : I enjoy reading , because I can visit different places/time periods , and I always learn something from it . @ChristianScroll""",5,6,is the author of this tweet involved in the event reading  ?,probYES,certYES,certNO,probYES,certYES,1,train
t3404_6_7,VBP,['live'],"""RT @grantimahara : I'm glad we live in a world where a little kid can wear a Superman cape to the airport .""",6,7,is the author of this tweet involved in the event live  ?,certYES,certYES,certYES,certYES,certYES,1,train
t3405_12_13,VBP,['charge'],"""RT @grasmeyer : "" Because our software is worth the price I charge . "" Great perspective on the Mac App Store by @kevinhoctor http://bit.ly/ ...""",12,13,is the author of this tweet involved in the event charge  ?,certYES,certYES,certYES,certYES,certYES,1,train
t3415_8_9,VBN,['seen'],"""RT @Her_Weakness : #ialreadytoldyou I dont like being seen with big girls in public unless its winter time & I got the hoody on""",8,9,is the author of this tweet involved in the event seen  ?,UNK,UNK,UNK,UNK,UNK,0,train
t343_13_14,VBN,['met'],"""been listenin to trey alllll week ... can u luv someone u never met ?? bcuz i think im in luv yeeuuuuppp !!!""",13,14,is the author of this tweet involved in the event met  ?,certNO,certNO,certNO,certNO,certNO,0,train
t343_17_18,VBP,['think'],"""been listenin to trey alllll week ... can u luv someone u never met ?? bcuz i think im in luv yeeuuuuppp !!!""",17,18,is the author of this tweet involved in the event think  ?,certYES,probYES,certYES,probYES,probYES,1,train
t343_9_10,VBP,['luv'],"""been listenin to trey alllll week ... can u luv someone u never met ?? bcuz i think im in luv yeeuuuuppp !!!""",9,10,is the author of this tweet involved in the event luv  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3430_12_13,VBN,['limited'],"""RT @IAmSteveHarvey : My 2nd book Straight Talk No Chaser , has limited autographed copies from me , be the first 2 get it , go to http://tin ...""",12,13,is the author of this tweet involved in the event limited  ?,INV,INV,INV,INV,INV,0,train
t344_1_2,VBG,['reading'],"""been reading shit about ppl have'n neon shit and black'n out after a night of #4lokos lol iown kno if I can trust it lol @JUICEBOXX513""",1,2,is the author of this tweet involved in the event reading  ?,certYES,certYES,certNO,probYES,probYES,1,train
t344_5_6,VBP,"[""have'n""]","""been reading shit about ppl have'n neon shit and black'n out after a night of #4lokos lol iown kno if I can trust it lol @JUICEBOXX513""",5,6,is the author of this tweet involved in the event have'n  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3470_5_6,VBP,['remember'],"""' RT @ItsTheTeenLife : I remember when myspace was a big "" who has the most free time on their hands to make their page look the coolest "" comp ... '""",5,6,is the author of this tweet involved in the event remember  ?,certYES,certYES,certYES,certYES,certYES,1,train
t3472_17_18,VBG,['wearing'],"""RT @ItsTheTeenLife : The exact day that I wear shorts and a tee shirt everyone shows up wearing hoodies and jeans . -_- #ItsTheTeenLife""",17,18,is the author of this tweet involved in the event wearing  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3472_8_9,VBP,['wear'],"""RT @ItsTheTeenLife : The exact day that I wear shorts and a tee shirt everyone shows up wearing hoodies and jeans . -_- #ItsTheTeenLife""",8,9,is the author of this tweet involved in the event wear  ?,probYES,certYES,probYES,probYES,probYES,1,train
t3478_17_18,VBN,['trending'],"""RT @jakeandamir : If you would have told me 20 years ago that YOM KIPPUR would be trending on twitter I'd be all like "" what ' s twitter ? """"",17,18,is the author of this tweet involved in the event trending  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3478_7_8,VBN,['told'],"""RT @jakeandamir : If you would have told me 20 years ago that YOM KIPPUR would be trending on twitter I'd be all like "" what ' s twitter ? """"",7,8,is the author of this tweet involved in the event told  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3481_15_16,VBP,['let'],"""RT @JAMESINREHAB : @4094jij05b it ' s in England . Will tweet tomorrow if they let me ...""",15,16,is the author of this tweet involved in the event let  ?,certNO,certNO,certNO,certNO,certNO,0,train
t349_3_4,VBN,['started'],"""Before I get started on this post let me make one thing absolutely clear . I am a DATA JUNKIE . My job is to develo - http://bit.ly/b50fIF""",3,4,is the author of this tweet involved in the event started  ?,certNO,certNO,certNO,certYES,probNO,1,train
t3493_9_10,VBP,['see'],"""RT @JDay_Sept15 : RT @Ashanie_di_Don : @JDay_Sept15 lol i see someone hyped and ready for #FlavaFridays tonight < every week . Lets get it !""",9,10,is the author of this tweet involved in the event see  ?,certYES,probYES,certNO,certNO,certNO,1,train
t350_2_3,VBP,['proceed'],"""Before I proceed into the paradise , let ' s not forget the Princess Lover OVA 1 teaser pic , SFW http://yfrog.com/0fg2kfj""",2,3,is the author of this tweet involved in the event proceed  ?,certNO,certNO,certNO,probYES,probNO,1,train
t3502_25_26,VBG,['talking'],"""RT @jeyyounit11 : i was watching all the footage on my camera from the past few months and if i'd actually finish what i was talking abou ...""",25,26,is the author of this tweet involved in the event talking  ?,certYES,probNO,certNO,probYES,certNO,1,train
t3502_5_6,VBG,['watching'],"""RT @jeyyounit11 : i was watching all the footage on my camera from the past few months and if i'd actually finish what i was talking abou ...""",5,6,is the author of this tweet involved in the event watching  ?,certYES,certYES,certNO,certNO,certNO,1,train
t352_3_4,VBP,['start'],""""" before we start , how old are you ? HER : I ' m 15 .. old enough !........ #FindTheNearestExit""",3,4,is the author of this tweet involved in the event start  ?,certNO,certNO,certNO,probYES,probNO,1,train
t3520_10_11,VBP,['foue'],"""RT @JuicyJennaa : @Dame_O_DewBaby aite bruh bruh I got you foue""",10,11,is the author of this tweet involved in the event foue  ?,INV,INV,INV,INV,INV,0,train
t3521_4_5,VBG,['declaring'],"""RT @julieplec : I'm declaring today Nina Dobrev Day because I just watched a cut where she KILLED it . The girl can do no wrong .""",4,5,is the author of this tweet involved in the event declaring  ?,certNO,certNO,certYES,certNO,certNO,1,train
t3524_27_28,VBP,['LOVE'],"""RT @justinbieber : LA TONIGHT WAS CRAZY !!!! USHER , JADEN , SEAN , and even my lil sis WILLOW SMITH !!!! WE SHUT LA DOWN !!!!!!!! LOVE YALL""",27,28,is the author of this tweet involved in the event LOVE  ?,certYES,certYES,certYES,certYES,certYES,1,train
t3529_19_20,VBG,['screaming'],"""' RT @JustinsHairFlip : Justin was TOTALLY prancing around the room when he saw my username & he was screaming "" OMG I HAVE A TWITTER FOR MA ... '""",19,20,is the author of this tweet involved in the event screaming  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3529_7_8,VBG,['prancing'],"""' RT @JustinsHairFlip : Justin was TOTALLY prancing around the room when he saw my username & he was screaming "" OMG I HAVE A TWITTER FOR MA ... '""",7,8,is the author of this tweet involved in the event prancing  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3532_8_9,VBN,['misquoted'],"""RT @KaiWayne : I think Big Sam was misquoted when he said he could manage Real . What he actually said was he could manage a real ale .""",8,9,is the author of this tweet involved in the event misquoted  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3535_17_18,VBP,['luv'],"""RT @kamilaluvsdemi : @IselgomezI dont really know where i would be without you and Demi <3 i luv youuuu""",17,18,is the author of this tweet involved in the event luv  ?,certYES,certYES,certYES,certYES,certYES,1,train
t354_0_1,VBG,['Beginning'],"""Beginning what I hope will be a long and wonderful relationship with it ' s always sunny . Since I do own season 1 and 2 on DVD already .""",0,1,is the author of this tweet involved in the event Beginning  ?,INV,INV,INV,INV,INV,0,train
t3543_22_23,VBG,['violating'],"""RT @KdotDeeZy : Yes we do !!! Is part 2 in the making ? RT @GOTEMSAYNBABY remember when i was on twitter violating some girl in the summer ?""",22,23,is the author of this tweet involved in the event violating  ?,certNO,certYES,certNO,certNO,certNO,1,train
t3550_4_5,VBG,['sharing'],"""RT @keytaeonjongmin : @KPOPSHINee sharing a room with onew . so i can see him evertime/day __AND__ so that we can be more closer keke ^^""",4,5,is the author of this tweet involved in the event sharing  ?,certYES,certYES,certYES,certYES,probYES,1,train
t3552_20_21,VBP,['guess'],"""RT @kfryer2012 U needed direction !! And I don't see u that much anyway so #HushIt @chrisjamesmr773 ... haha I guess sis I guess""",20,21,is the author of this tweet involved in the event guess  ?,certNO,certNO,certYES,certNO,certNO,1,train
t3552_23_24,VBP,['guess'],"""RT @kfryer2012 U needed direction !! And I don't see u that much anyway so #HushIt @chrisjamesmr773 ... haha I guess sis I guess""",23,24,is the author of this tweet involved in the event guess  ?,certNO,certNO,certYES,certNO,certNO,1,train
t3553_8_9,VBG,['gon'],"""RT @KhadijahC RT @SuchaMFGentlemn wonder when @sexinini is gon lt me put the 8 = = = = =D on her ? < lmfao wooooooow ( nini knws wsup ha u next lol )""",8,9,is the author of this tweet involved in the event gon  ?,INV,INV,INV,INV,INV,0,train
t3559_14_15,VBP,['follow'],"""RT @KIyieJenner : Kendall and I will be followng the next 60 people who follow @ohteenquotes for us , RT if you did !""",14,15,is the author of this tweet involved in the event follow  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3563_21_22,VBG,['supporting'],"""RT @kpopidol : True shawols : they're who accept any member's decision !!! RT if u are true shawol !!! i'm supporting them even i fell a bit ...""",21,22,is the author of this tweet involved in the event supporting  ?,certYES,probYES,certYES,certYES,certYES,1,train
t3563_8_9,VBP,['accept'],"""RT @kpopidol : True shawols : they're who accept any member's decision !!! RT if u are true shawol !!! i'm supporting them even i fell a bit ...""",8,9,is the author of this tweet involved in the event accept  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3564_4_5,VBP,['wonder'],"""RT @KrisDifferent : I wonder wen they gon put Kobe statue up in front of the Staples Center ?""",4,5,is the author of this tweet involved in the event wonder  ?,certYES,probYES,certYES,probYES,probYES,1,train
t3564_7_8,VBG,['gon'],"""RT @KrisDifferent : I wonder wen they gon put Kobe statue up in front of the Staples Center ?""",7,8,is the author of this tweet involved in the event gon  ?,INV,INV,INV,INV,INV,0,train
t3577_19_20,VBP,['care'],"""RT @lilduval : Got damn Janet Jackson got a fat ass . Is it real ? Nevermind I don't care if it ain't""",19,20,is the author of this tweet involved in the event care  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3585_10_11,VBN,['heard'],"""RT @LongLiveAndrea : #whatif People believed everything that they "" heard "" about me .. -dumb fuckers .""",10,11,is the author of this tweet involved in the event heard  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3586_16_17,VBP,['smell'],"""RT @LoveDrGuadalupe : I feel like a bum , I look like a bum , I smell like a bum , I am hungry like a bum . I am just a fucking bum .""",16,17,is the author of this tweet involved in the event smell  ?,certYES,probYES,certYES,probYES,probYES,1,train
t3586_4_5,VBP,['feel'],"""RT @LoveDrGuadalupe : I feel like a bum , I look like a bum , I smell like a bum , I am hungry like a bum . I am just a fucking bum .""",4,5,is the author of this tweet involved in the event feel  ?,certYES,probYES,certYES,probYES,probYES,1,train
t3592_11_12,VBG,['tellin'],"""RT @Luq_Combs : Funniest thing I heard this week . Wingo tellin me and wood . "" I ' m scared "" #pow #pow #pow @Cowboy_Wingo""",11,12,is the author of this tweet involved in the event tellin  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3592_20_21,VBN,['scared'],"""RT @Luq_Combs : Funniest thing I heard this week . Wingo tellin me and wood . "" I ' m scared "" #pow #pow #pow @Cowboy_Wingo""",20,21,is the author of this tweet involved in the event scared  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3594_4_5,VBP,['hate'],"""RT @MadeaSimmons_ : I hate ppl that say "" He's a nice person once you get to know him "" They might as well just say "" He's a jerk , but you ' ...""",4,5,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,train
t3601_18_19,VBG,['frowning'],"""RT @MarioBB9 : Pope says atheists pick and choose their morals . Correct . Today I will be frowning on child abuse and not having a proble ...""",18,19,is the author of this tweet involved in the event frowning  ?,certYES,probNO,certYES,probYES,probNO,1,train
t3613_14_15,VBP,['bet'],"""RT @medeadly : 50 tyson droppin a video before you bumass rappers .... i bet they hella mad ... yall niggas been rappin for years and still a ...""",14,15,is the author of this tweet involved in the event bet  ?,certNO,certNO,certYES,probYES,probYES,1,train
t3613_16_17,VBP,['hella'],"""RT @medeadly : 50 tyson droppin a video before you bumass rappers .... i bet they hella mad ... yall niggas been rappin for years and still a ...""",16,17,is the author of this tweet involved in the event hella  ?,INV,INV,INV,INV,INV,0,train
t3613_5_6,VBG,['droppin'],"""RT @medeadly : 50 tyson droppin a video before you bumass rappers .... i bet they hella mad ... yall niggas been rappin for years and still a ...""",5,6,is the author of this tweet involved in the event droppin  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3617_20_21,VBP,['win'],"""RT @MichaelKors : Check me out as a devil , age 5 . Email ur halloween look to events@michaelkors.com , win the bag of the season ! http://ow ...""",20,21,is the author of this tweet involved in the event win  ?,certNO,certNO,certNO,certNO,certNO,1,train
t3624_12_13,VBP,['hope'],"""RT @MirandaBuzz : Last day of this season !!! Next season I hope I'm driving myself to work ! Gonna miss everybody like crazy :)""",12,13,is the author of this tweet involved in the event hope  ?,certNO,certNO,certYES,probYES,probYES,1,train
t3624_14_15,VBG,['driving'],"""RT @MirandaBuzz : Last day of this season !!! Next season I hope I'm driving myself to work ! Gonna miss everybody like crazy :)""",14,15,is the author of this tweet involved in the event driving  ?,certNO,certNO,certNO,certNO,certYES,1,train
t3624_20_21,VBP,['miss'],"""RT @MirandaBuzz : Last day of this season !!! Next season I hope I'm driving myself to work ! Gonna miss everybody like crazy :)""",20,21,is the author of this tweet involved in the event miss  ?,certNO,certNO,certYES,probYES,probYES,1,train
t3632_19_20,VBG,['HAPPENING'],"""RT @mombreezy : CHRIS BROWN FANS U GUYS ARE THE BEST !!!! I SEE ALL KINDS OF AMAZING THINGS HAPPENING WITH YOUR HEARTS ALL OVER IT !!!""",19,20,is the author of this tweet involved in the event HAPPENING  ?,INV,INV,INV,INV,INV,0,train
t3642_5_6,VBG,['selling'],"""RT @mtnridge : We are selling Christmas trees . click the link https://www.southwesternfg.com/order/ and type in mountainridge for the gro ...""",5,6,is the author of this tweet involved in the event selling  ?,certYES,probYES,certYES,certYES,probYES,1,train
t3646_13_14,VBP,['love'],"""RT @MyGraceyMacey : Just seen one of my favorite people @TRuLyAGoDdess ... I love her I swear . Muah ! ** awwyyy ! Me heart yu 4x more loveeee !""",13,14,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,train
t3646_16_17,VBP,['swear'],"""RT @MyGraceyMacey : Just seen one of my favorite people @TRuLyAGoDdess ... I love her I swear . Muah ! ** awwyyy ! Me heart yu 4x more loveeee !""",16,17,is the author of this tweet involved in the event swear  ?,certNO,certNO,certYES,certNO,certNO,1,train
t3666_4_5,VBP,['love'],"""RT @nomoreperks : i love how people on #subeta can admit to crying over pokemon movies . ( ngl , i did too )""",4,5,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,train
t3668_11_12,VBG,['reading'],"""RT @NotSoNiceville : I keep breaking my personal vow to stop reading New York Post/Boston Herald comments .""",11,12,is the author of this tweet involved in the event reading  ?,probNO,probYES,probNO,probNO,probNO,1,train
t3668_5_6,VBG,['breaking'],"""RT @NotSoNiceville : I keep breaking my personal vow to stop reading New York Post/Boston Herald comments .""",5,6,is the author of this tweet involved in the event breaking  ?,certYES,certYES,certYES,certYES,probYES,1,train
t3673_4_5,VBG,['FUCKING'],"""RT @obsidianchao : OF FUCKING COURSE . I GET HOME AND MY BROTHER IS ON THE MOTHER FUCKING XBOX . Worst fucking day ever .""",4,5,is the author of this tweet involved in the event FUCKING  ?,INV,INV,INV,INV,INV,0,train
t3675_22_23,VBG,['killing'],"""RT @ohaiimalex : Seeing warped tour ads everywhere makes me want to cry . My favorite bands are having signings and its killing me alfhak""",22,23,is the author of this tweet involved in the event killing  ?,certYES,certYES,certYES,certYES,probYES,1,train
t3676_9_10,VBP,['smile'],"""RT @ohgirlphrase : When I see you , I smile . When you smile back , my heart smiles ?""",9,10,is the author of this tweet involved in the event smile  ?,probYES,certYES,certNO,probYES,probYES,1,train
t3678_28_29,VBG,['Referring'],"""RT @OMBieberJokes : Little Girl : Santa Is So Awesome ! Me : No Little Girl ... You Only Use The Word "" Awesome "" When You Are Referring To Just ...""",28,29,is the author of this tweet involved in the event Referring  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3686_11_12,VBP,['love'],"""RT @paigemontojo : Flyboys ! James franco don't die , I love you !""",11,12,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,train
t3692_11_12,VBN,['scheduled'],"""RT @PeepsMagoo : Please help me save Sunshine . She is scheduled to be put down at a Camarillo shelter on Jan 6 http://fragurl.com/5P""",11,12,is the author of this tweet involved in the event scheduled  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3695_3_4,VBN,['Surrounded'],"""RT @petershankman : Surrounded by men in uncomfortable-looking ties at ORD . I'm in a t-shirt and jeans , thanking various entities that I ...""",3,4,is the author of this tweet involved in the event Surrounded  ?,probYES,probYES,certNO,certNO,certNO,1,train
t3699_7_8,VBP,['am'],"""RT @philpringle : Fear not for I am with you says the Lord http://twitpic.com/31dlg9""",7,8,is the author of this tweet involved in the event am  ?,INV,INV,INV,INV,INV,1,train
t3709_11_12,VBG,['thinking'],"""RT @purplekissessxo : @EL_Swagga1 i miss your face . i was thinking the other day how excited you were when you first got pandora .. aww lol ...""",11,12,is the author of this tweet involved in the event thinking  ?,certNO,certYES,certNO,certNO,certNO,1,train
t3709_5_6,VBP,['miss'],"""RT @purplekissessxo : @EL_Swagga1 i miss your face . i was thinking the other day how excited you were when you first got pandora .. aww lol ...""",5,6,is the author of this tweet involved in the event miss  ?,certYES,certYES,certYES,certYES,certYES,1,train
t3716_14_15,VBG,['drinking'],"""RT @Quotealicious : Today , I saw a guy driving a Pepsi truck , drinking a Coke . MLIA #Quotealicious""",14,15,is the author of this tweet involved in the event drinking  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3716_9_10,VBG,['driving'],"""RT @Quotealicious : Today , I saw a guy driving a Pepsi truck , drinking a Coke . MLIA #Quotealicious""",9,10,is the author of this tweet involved in the event driving  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3720_24_25,VBP,['laugh'],"""RT @Rammsies : haha thats awesome RT : @aplusk This made me laugh today http://bit.ly/bjOhom < --- courtesy of splurb . What made you laugh ?""",24,25,is the author of this tweet involved in the event laugh  ?,certYES,certNO,certNO,certNO,certNO,1,train
t3721_23_24,VBN,['stayed'],"""RT @_RANGO_ : Hey y'all "" East Nu , "" round Two tonight . See y'all early ! ( shit !!!! I should've stayed lol""",23,24,is the author of this tweet involved in the event stayed  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3726_4_5,VBP,['see'],"""RT @Reacey23 : I see u Bron ... 31 right quick""",4,5,is the author of this tweet involved in the event see  ?,certYES,certNO,certNO,certNO,certNO,1,train
t3729_3_4,VBG,['Playing'],"""RT @RealJudgeJules : Playing the world exclusive of @SanderVanDoorn remix of @swedishousemfia - Miami 2 Ibiza on the show tonight . Tune i ...""",3,4,is the author of this tweet involved in the event Playing  ?,certNO,certNO,certNO,certYES,certNO,1,train
t3733_4_5,VBP,['hate'],"""RT @relentless1323 : I hate when a nigga shows me a video of him on his phone , gettin some head from a shorty . Im Like yo ... U just showed ...""",4,5,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,train
t3734_4_5,VBP,['wish'],"""RT @ResourcefulMom : I wish someone would have told me that it's okay to cry over nothing and everything for a little while . #HuggiesMom""",4,5,is the author of this tweet involved in the event wish  ?,certNO,certNO,certYES,probYES,probYES,1,train
t3734_8_9,VBN,['told'],"""RT @ResourcefulMom : I wish someone would have told me that it's okay to cry over nothing and everything for a little while . #HuggiesMom""",8,9,is the author of this tweet involved in the event told  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3739_10_11,VBP,['bring'],"""RT @robdelaney : SEATTLE : Saturday , November 6 I bring my show "" Naked & Bloody "" to you . http://j.mp/cXjoCU Come ?""",10,11,is the author of this tweet involved in the event bring  ?,certNO,certNO,certNO,probNO,probYES,1,train
t3750_13_14,VBP,['provide'],"""RT @SarahPalinUSA : Who's the real Joe Miller ? Janine Turner & I provide Northern Exposure tomorrow night @ Anchorage rally 2 expose truth ...""",13,14,is the author of this tweet involved in the event provide  ?,certNO,certNO,certNO,probYES,probYES,1,train
t3752_18_19,VBG,['showin'],"""RT @savageNON : yo , too many kidz be gettin high all the time but they ai n't showin enough SKILLS . that ' s what we call fakin the funk ! st ...""",18,19,is the author of this tweet involved in the event showin  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3752_28_29,VBG,['fakin'],"""RT @savageNON : yo , too many kidz be gettin high all the time but they ai n't showin enough SKILLS . that ' s what we call fakin the funk ! st ...""",28,29,is the author of this tweet involved in the event fakin  ?,certYES,certYES,certYES,certYES,certYES,1,train
t3752_9_10,VBG,['gettin'],"""RT @savageNON : yo , too many kidz be gettin high all the time but they ai n't showin enough SKILLS . that ' s what we call fakin the funk ! st ...""",9,10,is the author of this tweet involved in the event gettin  ?,certNO,certNO,certNO,certNO,certNO,0,train
t3757_22_23,VBP,['agree'],"""RT @SdotYoung : @MRsPRETTyKANDi If i could be with u for our b'days that would be amazin ... < < ii DEF agree Boo .. we should do our best to""",22,23,is the author of this tweet involved in the event agree  ?,certNO,certNO,certNO,certNO,certNO,0,train
t376_7_8,VBG,['taking'],"""@BertoLucas Lake Show fo sho !! we taking it again""",7,8,is the author of this tweet involved in the event taking  ?,certNO,certNO,certNO,probYES,certYES,1,train
